Pos	distance
3164013	1157
3165243	1230
3167655	2412
3168205	550
3168295	90
3170039	1744
3170766	727
3172618	1852
3173836	1218
3174189	353
3174367	178
3174392	25
3174393	1
3174395	2
3174471	76
3174556	85
3174680	124
3175017	337
3175830	813
3177397	1567
3178167	770
3180049	1882
3181360	1311
3182169	809
3182533	364
3183193	660
3183881	688
3185646	1765
3186127	481
3188713	2586
3190550	1837
3190637	87
3191347	710
3197947	6600
3198543	596
3199403	860
3199497	94
3201116	1619
3203157	2041
3203997	840
3204670	673
3204750	80
3206304	1554
3206336	32
3206398	62
3206510	112
3207700	1190
3212061	4361
3216079	4018
3217419	1340
3217555	136
3217754	199
3219088	1334
3219275	187
3227643	8368
3227732	89
3228596	864
3230400	1804
3231543	1143
3232060	517
3232221	161
3232707	486
3233844	1137
3235797	1953
3236302	505
3236989	687
3238432	1443
3239127	695
3240633	1506
3241915	1282
3242437	522
3247532	5095
3248976	1444
3249080	104
3254284	5204
3255365	1081
3256743	1378
3259577	2834
3259829	252
3260170	341
3260819	649
3261215	396
3262294	1079
3263274	980
3265870	2596
3266248	378
3266353	105
3266588	235
3268938	2350
3269206	268
3269316	110
3270083	767
3271203	1120
3271942	739
3273142	1200
3280958	7816
3280962	4
3281738	776
3281953	215
3282121	168
3282569	448
3286473	3904
3286652	179
3289377	2725
3290968	1591
3292384	1416
3292991	607
3293398	407
3293558	160
3293681	123
3294866	1185
3297057	2191
3297634	577
3297689	55
3298186	497
3298593	407
3300067	1474
3303991	3924
3304175	184
3304281	106
3304783	502
3305430	647
3306169	739
3307298	1129
3307526	228
3307733	207
3309085	1352
3309794	709
3309857	63
3309867	10
3310173	306
3310975	802
3312312	1337
3316816	4504
3317014	198
3318699	1685
3319926	1227
3320057	131
3320063	6
3320465	402
3323267	2802
3324078	811
3324448	370
3325541	1093
3326098	557
3326178	80
3327017	839
3327488	471
3330153	2665
3330994	841
3333413	2419
3333702	289
3333708	6
3340484	6776
3340695	211
3341729	1034
3342697	968
3344020	1323
3344440	420
3344917	477
3346462	1545
3347299	837
3349212	1913
3349989	777
3350065	76
3350356	291
3353666	3310
3355409	1743
3356550	1141
3357760	1210
3358306	546
3358955	649
3360300	1345
3363899	3599
3364407	508
3364436	29
3364747	311
3364879	132
3370938	6059
3371649	711
3372966	1317
3373029	63
3373983	954
3374982	999
3378008	3026
3379341	1333
3380227	886
3381364	1137
3383414	2050
3383719	305
3384048	329
3384137	89
3384363	226
3384473	110
3385601	1128
3386729	1128
3387055	326
3387133	78
3390143	3010
3390625	482
3394345	3720
3394838	493
3396530	1692
3397534	1004
3399156	1622
3400300	1144
3400749	449
3401444	695
3401731	287
3401992	261
3402247	255
3403306	1059
3404978	1672
3405976	998
3405986	10
3408523	2537
3409172	649
3409386	214
3409636	250
3409916	280
3410647	731
3411021	374
3411595	574
3412330	735
3412620	290
3412722	102
3412777	55
3413839	1062
3415638	1799
3416784	1146
3420666	3882
3422298	1632
3425046	2748
3427357	2311
3427581	224
3430051	2470
3430499	448
3430744	245
3431316	572
3434231	2915
3434426	195
3434444	18
3438448	4004
3438569	121
3442326	3757
3442582	256
3442595	13
3442735	140
3443595	860
3445138	1543
3448082	2944
3448753	671
3450557	1804
3453559	3002
3454258	699
3460260	6002
3462333	2073
3462890	557
3463156	266
3463721	565
3464053	332
3464771	718
3465890	1119
3466094	204
3468158	2064
3470068	1910
3470900	832
3472856	1956
3473454	598
3473949	495
3474011	62
3474021	10
3476427	2406
3476955	528
3476979	24
3478607	1628
3483539	4932
3484363	824
3485289	926
3485634	345
3487583	1949
3488396	813
3488549	153
3489779	1230
3491199	1420
3491299	100
3492779	1480
3492821	42
3493180	359
3498136	4956
3499742	1606
3500187	445
3500813	626
3502612	1799
3503156	544
3504475	1319
3505531	1056
3508669	3138
3509251	582
3514588	5337
3514912	324
3517463	2551
3517979	516
3519565	1586
3520674	1109
3521849	1175
3522462	613
3523560	1098
3523805	245
3524782	977
3526106	1324
3528115	2009
3529848	1733
3532023	2175
3533884	1861
3536176	2292
3537741	1565
3538406	665
3539756	1350
3541004	1248
3541019	15
3542698	1679
3542818	120
3543190	372
3543407	217
3546735	3328
3547372	637
3549331	1959
3552611	3280
3552834	223
3552846	12
3553051	205
3554567	1516
3557506	2939
3558869	1363
3559086	217
3559506	420
3559604	98
3559667	63
3560637	970
3561182	545
3561572	390
3565859	4287
3566755	896
3566794	39
3567056	262
3567406	350
3569060	1654
3571039	1979
3574968	3929
3575821	853
3576790	969
3581880	5090
3581915	35
3582053	138
3582065	12
3582067	2
3583487	1420
3583595	108
3586132	2537
3586870	738
3587982	1112
3587983	1
3592210	4227
3594010	1800
3596411	2401
3596454	43
3597528	1074
3599199	1671
3599224	25
3599234	10
3599262	28
3599265	3
3599377	112
3599396	19
3599434	38
3599452	18
3599462	10
3599465	3
3600536	1071
3601428	892
3601799	371
3602312	513
3602348	36
3602406	58
3602674	268
3604862	2188
3605996	1134
3606814	818
3607208	394
3607213	5
3607240	27
3607301	61
3607333	32
3607349	16
3607394	45
3607399	5
3607661	262
3607878	217
3608268	390
3611421	3153
3611513	92
3614598	3085
3615437	839
3616295	858
3616635	340
3616855	220
3617055	200
3617083	28
3617100	17
3617399	299
3618642	1243
3619778	1136
3620282	504
3621893	1611
3622160	267
3624715	2555
3626157	1442
3630783	4626
3631635	852
3631982	347
3632249	267
3632455	206
3633230	775
3636229	2999
3637526	1297
3638412	886
3638522	110
3639582	1060
3642204	2622
3644083	1879
3647323	3240
3647593	270
3647809	216
3648390	581
3648996	606
3650822	1826
3655884	5062
3656048	164
3656430	382
3660677	4247
3661654	977
3662665	1011
3663754	1089
3664573	819
3664913	340
3665813	900
3667911	2098
3669047	1136
3670597	1550
3673856	3259
3679239	5383
3680373	1134
3681217	844
3681721	504
3684890	3169
3685778	888
3686119	341
3688268	2149
3689505	1237
3689646	141
3690004	358
3690795	791
3692137	1342
3694075	1938
3696587	2512
3700127	3540
3700618	491
3702643	2025
3706048	3405
3707414	1366
3707892	478
3709184	1292
3709193	9
3709886	693
3709894	8
3709930	36
3710320	390
3710746	426
3712797	2051
3717304	4507
3718902	1598
3719761	859
3719959	198
3720407	448
3720466	59
3721396	930
3721519	123
3721669	150
3721701	32
3721731	30
3721854	123
3722267	413
3726879	4612
3728398	1519
3730793	2395
3732130	1337
3734331	2201
3735345	1014
3737497	2152
3738195	698
3738390	195
3739989	1599
3740537	548
3741848	1311
3742549	701
3743570	1021
3744070	500
3744351	281
3746162	1811
3746548	386
3747759	1211
3748449	690
3750830	2381
3751486	656
3751611	125
3753425	1814
3756151	2726
3757121	970
3758247	1126
3759100	853
3759207	107
3761259	2052
3766595	5336
3767083	488
3767965	882
3769693	1728
3774133	4440
3776988	2855
3777278	290
3778268	990
3780450	2182
3780572	122
3780709	137
3781821	1112
3781910	89
3782882	972
3783271	389
3786388	3117
3786854	466
3787718	864
3788030	312
3790989	2959
3793628	2639
3798562	4934
3800414	1852
3800489	75
3801679	1190
3802342	663
3803053	711
3804838	1785
3808488	3650
3808715	227
3808945	230
3809055	110
3809697	642
3810768	1071
3813163	2395
3813696	533
3814355	659
3817701	3346
3820907	3206
3821383	476
3821930	547
3822974	1044
3823403	429
3829168	5765
3829241	73
3829284	43
3829609	325
3830020	411
3831053	1033
3832242	1189
3834304	2062
3835800	1496
3839879	4079
3840944	1065
3842141	1197
3843028	887
3845447	2419
3847267	1820
3847607	340
3849764	2157
3852242	2478
3853566	1324
3853884	318
3854331	447
3854424	93
3855211	787
3861447	6236
3862321	874
3862533	212
3862825	292
3864946	2121
3865880	934
3868307	2427
3869783	1476
3869799	16
3869814	15
3869826	12
3869847	21
3869858	11
3872292	2434
3873188	896
3873189	1
3873197	8
3873425	228
3873458	33
3873488	30
3873500	12
3873521	21
3873544	23
3873764	220
3875750	1986
3875968	218
3876867	899
3878302	1435
3879101	799
3879102	1
3881142	2040
3881995	853
3882810	815
3884910	2100
3885436	526
3889361	3925
3891186	1825
3894012	2826
3894221	209
3897551	3330
3900568	3017
3900914	346
3903990	3076
3905333	1343
3906179	846
3907515	1336
3907726	211
3908171	445
3910717	2546
3913272	2555
3915067	1795
3916642	1575
3918393	1751
3919979	1586
3920649	670
3920720	71
3921185	465
3921386	201
3922393	1007
3925538	3145
3926155	617
3926454	299
3928533	2079
3929322	789
3929649	327
3930909	1260
3932120	1211
3932921	801
3932928	7
3932934	6
3932935	1
3935466	2531
3936649	1183
3938576	1927
3939369	793
3942945	3576
3943338	393
3944660	1322
3945496	836
3945733	237
3947368	1635
3947777	409
3949327	1550
3954776	5449
3954944	168
3956363	1419
3958740	2377
3960716	1976
3965274	4558
3965421	147
3966249	828
3966962	713
3967146	184
3968154	1008
3968895	741
3968953	58
3969143	190
3969339	196
3970523	1184
3972206	1683
3972944	738
3973050	106
3976949	3899
3977199	250
3977410	211
3980362	2952
3980663	301
3981229	566
3981378	149
3982883	1505
3984424	1541
3987954	3530
3991859	3905
3992174	315
3992721	547
3993627	906
3996716	3089
3998462	1746
4000388	1926
4001844	1456
4004415	2571
4004662	247
4004913	251
4006844	1931
4008916	2072
4008922	6
4009050	128
4009203	153
4009371	168
4011109	1738
4011955	846
4012238	283
4013599	1361
4013949	350
4014531	582
4015426	895
4015632	206
4016237	605
4020265	4028
4020882	617
4020905	23
4022293	1388
4023052	759
4023684	632
4024473	789
4026016	1543
4026323	307
4026837	514
4028250	1413
4028252	2
4028372	120
4028431	59
4028454	23
4028473	19
4028493	20
4028499	6
4028553	54
4028581	28
4028630	49
4028633	3
4028641	8
4029571	930
4033216	3645
4034888	1672
4035775	887
4036729	954
4036777	48
4036849	72
4036850	1
4037811	961
4038269	458
4040712	2443
4041061	349
4043503	2442
4043655	152
4043772	117
4045131	1359
4046816	1685
4049310	2494
4049985	675
4050043	58
4050191	148
4051175	984
4053638	2463
4053682	44
4055366	1684
4060259	4893
4060914	655
4061265	351
4062086	821
4062193	107
4062471	278
4064162	1691
4065657	1495
4066800	1143
4067450	650
4070741	3291
4071196	455
4071679	483
4072455	776
4072684	229
4076092	3408
4076878	786
4079069	2191
4082209	3140
4084918	2709
4088072	3154
4089249	1177
4090205	956
4091544	1339
4093556	2012
4094828	1272
4095544	716
4098772	3228
4105692	6920
4106474	782
4109891	3417
4112306	2415
4114379	2073
4114441	62
4115013	572
4115510	497
4115820	310
4116374	554
4116854	480
4117085	231
4117213	128
4117864	651
4118790	926
4120875	2085
4121830	955
4121991	161
4123582	1591
4123662	80
4124357	695
4127633	3276
4128976	1343
4133495	4519
4136550	3055
4137307	757
4139076	1769
4141404	2328
4150419	9015
4152403	1984
4153143	740
4153684	541
4157800	4116
4159133	1333
4160159	1026
4161833	1674
4162050	217
4163073	1023
4164754	1681
4167498	2744
4168346	848
4169105	759
4172481	3376
4172600	119
4173715	1115
4173957	242
4174023	66
4174045	22
4174390	345
4174481	91
4175175	694
4175358	183
4175742	384
4176208	466
4177279	1071
4179270	1991
4180128	858
4183107	2979
4189101	5994
4191211	2110
4195375	4164
4196266	891
4196457	191
4198014	1557
4200616	2602
4200725	109
4202007	1282
4202581	574
4203930	1349
4204482	552
4204509	27
4204605	96
4204636	31
4204638	2
4204967	329
4207024	2057
4213670	6646
4214667	997
4215655	988
4216980	1325
4223580	6600
4225271	1691
4225757	486
4228233	2476
4228234	1
4232216	3982
4233011	795
4236183	3172
4236339	156
4237097	758
4239231	2134
4247425	8194
4255218	7793
4256233	1015
4256635	402
4257086	451
4259090	2004
4259941	851
4260489	548
4264182	3693
4264848	666
4265364	516
4266959	1595
4267702	743
4269004	1302
4269059	55
4271149	2090
4271660	511
4272554	894
4273823	1269
4273921	98
4274929	1008
4276394	1465
4278374	1980
4279162	788
4280197	1035
4280468	271
4282692	2224
4283712	1020
4283750	38
4284046	296
4284698	652
4288332	3634
4289227	895
4289626	399
4291285	1659
4291758	473
4293082	1324
4293171	89
4299012	5841
4299353	341
4301736	2383
4302522	786
4303428	906
4304054	626
4309048	4994
4310849	1801
4310880	31
4311246	366
4311440	194
4313061	1621
4314264	1203
4314942	678
4317410	2468
4319354	1944
4319911	557
4321344	1433
4322144	800
4323646	1502
4324515	869
4325655	1140
4326772	1117
4327058	286
4329052	1994
4329117	65
4329651	534
4330788	1137
4331801	1013
4332412	611
4335250	2838
4336330	1080
4337582	1252
4337659	77
4337677	18
4337695	18
4337808	113
4337921	113
4339459	1538
4340824	1365
4342187	1363
4343999	1812
4344519	520
4346130	1611
4347618	1488
4349473	1855
4351014	1541
4354622	3608
4355087	465
4355138	51
4355325	187
4355868	543
4359542	3674
4361681	2139
4362459	778
4362977	518
4363390	413
4363649	259
4366284	2635
4368964	2680
4370120	1156
4370507	387
4373051	2544
4373329	278
4375088	1759
4377182	2094
4377272	90
4377938	666
4380686	2748
4383244	2558
4383598	354
4383858	260
4383894	36
4384765	871
4384829	64
4385341	512
4387798	2457
4390059	2261
4393946	3887
4396737	2791
4397323	586
4399632	2309
4399947	315
4403420	3473
4403530	110
4405466	1936
4406005	539
4408767	2762
4412852	4085
4415099	2247
4415864	765
4426003	10139
4429681	3678
4430679	998
4430711	32
4436064	5353
4436316	252
4436838	522
4438709	1871
4439642	933
4440184	542
4444136	3952
4445151	1015
4447680	2529
4447785	105
4450623	2838
4451758	1135
4451946	188
4452286	340
4453350	1064
4453388	38
4455260	1872
4456648	1388
4456655	7
4457098	443
4457718	620
4459118	1400
4459770	652
4460324	554
4466128	5804
4466942	814
4468030	1088
4469970	1940
4471309	1339
4471354	45
4474260	2906
4474847	587
4475190	343
4476790	1600
4478248	1458
4479379	1131
4479468	89
4480685	1217
4481727	1042
4486152	4425
4486699	547
4488774	2075
4491040	2266
4494689	3649
4495551	862
4496176	625
4496844	668
4496994	150
4499918	2924
4502239	2321
4503516	1277
4504651	1135
4512272	7621
4513113	841
4513667	554
4515512	1845
4517233	1721
4519089	1856
4519338	249
4519776	438
4520041	265
4520503	462
4522843	2340
4523607	764
4523616	9
4524369	753
4524492	123
4524512	20
4528921	4409
4531218	2297
4533678	2460
4535354	1676
4538246	2892
4538750	504
4538922	172
4540778	1856
4541783	1005
4542341	558
4543152	811
4544451	1299
4544575	124
4544904	329
4544977	73
4547403	2426
4549564	2161
4550860	1296
4551138	278
4551532	394
4554469	2937
4555054	585
4555467	413
4559245	3778
4559411	166
4560005	594
4560240	235
4561158	918
4561970	812
4562687	717
4566784	4097
4567384	600
4568140	756
4568851	711
4569216	365
4569558	342
4569667	109
4572705	3038
4575067	2362
4575203	136
4575600	397
4575732	132
4578234	2502
4581335	3101
4582372	1037
4583154	782
4583718	564
4584435	717
4585480	1045
4588766	3286
4588780	14
4591172	2392
4596999	5827
4597274	275
4598585	1311
4602736	4151
4603379	643
4603778	399
4604135	357
4606617	2482
4606921	304
4608551	1630
4611052	2501
4611702	650
4616209	4507
4617159	950
4617780	621
4619874	2094
4620374	500
4620752	378
4620785	33
4621456	671
4629318	7862
4630354	1036
4630884	530
4632387	1503
4638873	6486
4639774	901
4640084	310
4643281	3197
4644044	763
4645492	1448
4646460	968
4647272	812
4648986	1714
4649572	586
4652626	3054
4653811	1185
4654911	1100
4655089	178
4655091	2
4660575	5484
4661497	922
4661897	400
4662840	943
4663772	932
4664487	715
4664645	158
4665720	1075
4667430	1710
4668211	781
4669932	1721
4671595	1663
4671950	355
4673099	1149
4674351	1252
4675052	701
4675247	195
4676310	1063
4679126	2816
4681115	1989
4682193	1078
4688500	6307
4692050	3550
4692431	381
4692716	285
4695736	3020
4697706	1970
4699569	1863
4700328	759
4700517	189
4701110	593
4701625	515
4706434	4809
4708386	1952
4708731	345
4709734	1003
4711049	1315
4712903	1854
4714148	1245
4716583	2435
4717680	1097
4717769	89
4717885	116
4724203	6318
4725066	863
4726695	1629
4731002	4307
4731218	216
4738565	7347
4741076	2511
4741086	10
4741467	381
4742443	976
4742627	184
4743340	713
4743690	350
